Issue Date,Syndicate Desk,Syndicate Region,Country,Issuer,ISIN,Issuer Category,Sector,Currency,Size (EUR m),Tenor,Seniority,Coupon,IPTs,Spread at Launch (bps),Guidance,Price Tightening,Books Guide,Books Launch,Books Final,Oversubscription,New Issue Premium (bps),BNP Role,BNP Active,Sustainable
2024-06-29,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Group,HKTT4FJPQP63,FIG,Insurance,JPY,156.61,10,Senior Preferred,Fixed,6.62,125.0,6.59,0.03,234.92,422.86,469.84,1.92,22.39,Active Bookrunner,False,True
2020-08-14,London,EMEA,United Arab Emirates,Continental Banking Corp,AEDRLU8BROE6,FIG,Insurance,USD,151.79,5,Senior Preferred,Floating,5.42,128.77,5.41,0.01,227.69,409.84,455.38,1.46,15.05,None,True,True
2024-11-23,Hong Kong,Asia-Pacific,South Korea,Brands Innovations,KRB2H5B0RH65,Corporate,Healthcare,CNY,331.97,10,Senior Subordinated,Fixed,7.81,114.6,7.77,0.04,431.56,647.34,733.65,2.9,17.51,None,True,False
2023-09-18,New York,Americas,Brazil,Digital Corporation,BRHNDQH6LBC0,Corporate,Technology,USD,96.41,3,Senior Unsecured,Zero-Coupon,3.28,184.99,3.2,0.08,125.33,188.0,213.06,3.51,5.43,None,True,False
2020-09-21,Hong Kong,Asia-Pacific,Japan,Mizuho Financial,JPT7Z8QRMJL1,FIG,Insurance,USD,145.54,3,Senior Preferred,Fixed,2.38,96.87,2.22,0.16,218.31,392.96,436.62,4.58,37.71,Co-Manager,True,False
2025-01-01,Hong Kong,Asia-Pacific,Japan,Pharma Innovations,JP782A00DXA8,Corporate,Consumer,JPY,320.73,5,Senior Subordinated,Fixed,7.01,161.17,6.94,0.07,416.95,625.42,708.81,3.71,37.77,None,True,True
2025-01-04,New York,Americas,Canada,Tech Systems,CAYTMJLBQC14,Corporate,Healthcare,USD,540.84,30,Senior Secured,Floating,2.98,233.9,2.88,0.1,703.09,1054.63,1195.25,4.71,34.87,Passive Bookrunner,False,False
2022-12-13,Hong Kong,Asia-Pacific,South Korea,Manufacturing Corporation,KRD2M8F3SQ06,Corporate,Industrial,CNY,278.58,5,Senior Unsecured,Floating,6.74,169.18,6.74,0.0,362.15,543.22,615.65,1.07,41.05,Active Bookrunner,True,False
2024-04-06,Hong Kong,Asia-Pacific,Japan,Industrial Corporation,JPJL21DV63W1,Corporate,Consumer,HKD,457.97,10,Senior Secured,Floating,2.14,83.21,2.04,0.1,595.36,893.04,1012.11,4.74,28.21,Passive,True,False
2025-02-04,London,EMEA,Switzerland,Industrial Innovations,CHO7BPWNESB6,Corporate,Consumer,GBP,130.06,3,Senior Unsecured,Fixed,6.7,89.05,6.64,0.06,169.08,253.62,287.44,2.69,33.14,None,True,False
2023-04-07,London,EMEA,Germany,Global Banking Corp,DE60VNUI8CX2,FIG,Insurance,USD,122.53,20,Senior Non-Preferred,Fixed,5.3,199.91,5.15,0.15,183.8,330.84,367.6,4.8,47.23,Passive Bookrunner,True,True
2023-01-24,New York,Americas,USA,Fannie Mae,USLBW3FC3401,SSA,Sovereign,USD,810.6,30,Senior Unsecured,Fixed,4.87,69.39,4.8,0.07,1459.08,3209.98,3647.7,3.17,8.43,None,True,True
2020-09-22,New York,Americas,USA,Morgan Banking Corp,USPTS7ACGEB0,FIG,Asset Management,EUR,339.92,3,Senior Preferred,Fixed,6.57,95.8,6.48,0.09,509.88,917.78,1019.76,3.64,15.65,None,True,False
2025-01-03,New York,Americas,Brazil,Continental Group,BR01KUO53VI4,FIG,Banks,USD,278.4,10,Senior Preferred,Floating,2.48,107.63,2.37,0.11,417.6,751.68,835.2,4.06,10.39,Passive Bookrunner,True,False
2024-08-26,London,EMEA,Netherlands,Digital Solutions,NL1PNWYMQFP1,Corporate,Consumer,GBP,421.77,20,Senior Unsecured,Fixed,6.6,205.92,6.46,0.14,548.3,822.45,932.11,4.54,12.48,Passive,False,False
2025-01-16,New York,Americas,USA,Health Systems,US3NQYO0YIV6,Corporate,Technology,USD,236.67,10,Senior Unsecured,Floating,4.83,218.38,4.7,0.13,307.67,461.5,523.04,3.89,26.52,Passive,False,False
2022-01-16,New York,Americas,USA,Consumer Solutions,USGM5I8WN512,Corporate,Industrial,EUR,413.9,10,Senior Unsecured,Zero-Coupon,3.17,144.11,3.14,0.03,538.07,807.11,914.72,1.58,17.09,None,False,False
2025-02-07,New York,Americas,USA,Morgan Banking Corp,USCCLC5R0JX9,FIG,Insurance,MXN,228.68,10,Senior Preferred,Floating,4.49,100.86,4.47,0.02,343.02,617.44,686.04,1.48,6.55,Co-Manager,True,False
2020-03-27,London,EMEA,Switzerland,Bio Corporation,CHD6CEDR2K12,Corporate,Healthcare,USD,452.13,5,Senior Unsecured,Floating,2.02,199.93,1.94,0.08,587.77,881.65,999.21,3.57,45.44,Co-Manager,True,True
2025-01-28,Hong Kong,Asia-Pacific,China,Manufacturing Systems,CNWTC9RYCRY1,Corporate,Consumer,JPY,391.79,5,Senior Unsecured,Fixed,5.25,170.23,5.22,0.03,509.33,764.0,865.86,2.12,23.64,None,True,True
2022-07-16,New York,Americas,Mexico,Continental Financial,MXI4EHXGYP35,FIG,Banks,USD,229.36,5,Senior Preferred,Fixed,7.36,155.01,7.25,0.11,344.04,619.27,688.08,3.33,16.84,Passive Bookrunner,True,False
2021-07-22,Hong Kong,Asia-Pacific,Singapore,Industrial Solutions,SGYM0ORVXBP7,Corporate,Industrial,HKD,422.37,30,Senior Unsecured,Fixed,4.51,266.21,4.37,0.14,549.08,823.62,933.44,4.83,25.37,None,True,False
2025-02-22,New York,Americas,Canada,Government of Canada,CAGUO0A6LCD7,SSA,Sovereign,USD,1547.45,5,Senior Unsecured,Fixed,6.41,35.65,6.35,0.06,2785.41,6127.9,6963.52,2.81,43.89,None,True,False
2024-07-03,Hong Kong,Asia-Pacific,Japan,Mizuho Banking Corp,JPL1KI7UKGU9,FIG,Insurance,JPY,289.96,10,Senior Preferred,Fixed,7.43,91.86,7.31,0.12,434.94,782.89,869.88,3.45,21.69,None,False,False
2024-02-03,London,EMEA,UK,Global Innovations,GBFPK1DS48N4,Corporate,Utilities,EUR,185.25,3,Senior Unsecured,Fixed,7.46,202.58,7.31,0.15,240.83,361.25,409.41,4.31,16.6,Co-Manager,True,True
2021-03-19,London,EMEA,Germany,Retail Systems,DEJWP69V27E2,Corporate,Consumer,CHF,211.82,5,Senior Unsecured,Fixed,2.91,203.57,2.82,0.09,275.37,413.06,468.13,4.27,36.59,Passive,False,False
2021-10-24,New York,Americas,Canada,Global Holdings,CAR0Q83DCL32,FIG,Insurance,MXN,254.15,5,Additional Tier 1,Fixed,4.22,154.34,4.11,0.11,381.23,686.21,762.46,3.43,17.06,Passive Bookrunner,True,True
2022-02-22,Hong Kong,Asia-Pacific,Japan,Medical Innovations,JPWCM8X6W0V4,Corporate,Consumer,CNY,476.5,3,Senior Unsecured,Fixed,4.09,111.36,4.0,0.09,619.45,929.18,1053.07,2.86,30.2,Passive,False,True
2020-12-23,London,EMEA,United Arab Emirates,Global Systems,AE4FPPALPVT2,Corporate,Oil & Gas,EUR,123.41,30,Senior Unsecured,Floating,2.97,122.56,2.91,0.06,160.43,240.65,272.73,2.46,18.86,Passive Bookrunner,True,False
2025-02-09,New York,Americas,USA,Medical Solutions,US6K7CFU69P7,Corporate,Healthcare,EUR,337.81,10,Senior Subordinated,Floating,6.75,183.71,6.67,0.08,439.15,658.72,746.55,3.52,11.43,None,False,True
2025-02-15,New York,Americas,Canada,Government of Canada,CA1D6FIZ7917,SSA,Sovereign,USD,1464.83,3,Senior Unsecured,Fixed,5.65,51.38,5.58,0.07,2636.69,5800.72,6591.73,3.12,47.21,Documentation Agent,True,False
2020-11-21,London,EMEA,Germany,Industrial Solutions,DEMQNL0K0NY4,Corporate,Industrial,EUR,291.37,10,Senior Secured,Fixed,2.24,144.22,2.19,0.05,378.78,568.17,643.93,3.57,45.64,None,True,False
2025-02-02,London,EMEA,Germany,Land NRW,DES503KF1FF1,SSA,Sovereign,CHF,1163.43,5,Senior Unsecured,Fixed,2.19,43.73,2.04,0.15,2094.17,4607.17,5235.43,4.82,17.76,Passive,True,True
2022-05-14,New York,Americas,USA,Morgan Holdings,USSQ3I8ZRIR7,FIG,Asset Management,MXN,129.07,7,Senior Non-Preferred,Floating,4.4,140.97,4.39,0.01,193.6,348.48,387.2,1.38,47.6,Documentation Agent,True,True
2022-02-17,Hong Kong,Asia-Pacific,Japan,Cloud Innovations,JP8N4KO0VG19,Corporate,Consumer,HKD,416.62,10,Senior Unsecured,Fixed,7.37,130.65,7.32,0.05,541.61,812.41,920.74,2.64,42.35,None,False,True
2023-06-17,Hong Kong,Asia-Pacific,Japan,MUFG Group,JP1MKR3QE9R4,FIG,Insurance,HKD,198.06,5,Senior Non-Preferred,Fixed,6.61,120.63,6.54,0.07,297.09,534.76,594.18,2.9,30.52,Co-Manager,True,True
2020-11-08,Hong Kong,Asia-Pacific,Singapore,Digital Systems,SGLBICG49PF0,Corporate,Industrial,CNY,400.41,20,Senior Unsecured,Fixed,5.14,189.13,5.0,0.14,520.53,780.79,884.9,4.34,24.45,None,True,True
2020-04-14,New York,Americas,USA,Engineering Systems,USUTAL4IC723,Corporate,Technology,USD,293.52,3,Senior Unsecured,Fixed,7.8,166.16,7.72,0.08,381.58,572.37,648.69,3.23,24.11,Co-Manager,True,False
2024-05-01,London,EMEA,Netherlands,Continental Banking Corp,NL6S6CI0UBF4,FIG,Banks,USD,206.65,7,Additional Tier 1,Fixed,3.87,143.67,3.83,0.04,309.98,557.96,619.96,2.62,17.96,Passive Bookrunner,False,True
2023-02-03,New York,Americas,USA,Bank of Holdings,USREYRPZC4A0,FIG,Asset Management,EUR,289.09,1,Additional Tier 1,Fixed,7.67,116.88,7.62,0.05,433.63,780.53,867.26,2.22,7.92,Co-Manager,True,True
2024-09-24,London,EMEA,UK,Engineering Solutions,GB4DADVRVIK5,Corporate,Consumer,USD,453.81,10,Senior Subordinated,Fixed,5.18,146.5,5.1,0.08,589.95,884.93,1002.92,3.99,9.97,Passive Bookrunner,True,True
2021-12-14,Hong Kong,Asia-Pacific,China,Government of China,CNVQHOE8R1T9,SSA,Sovereign,CNY,1268.46,5,Senior Unsecured,Zero-Coupon,5.76,11.11,5.75,0.01,2283.23,5023.11,5708.07,1.26,37.23,Active Bookrunner,False,True
2020-11-07,Hong Kong,Asia-Pacific,Japan,Nomura Financial,JPPCN5VFA1M3,FIG,Financial Services,HKD,233.96,3,Senior Preferred,Floating,4.74,134.25,4.67,0.07,350.94,631.69,701.88,3.1,35.12,Passive Bookrunner,True,False
2021-04-03,London,EMEA,Germany,KfW,DE1YT7LSKP22,SSA,Sovereign,CHF,839.47,5,Senior Unsecured,Floating,2.87,27.66,2.87,0.0,1511.05,3324.31,3777.62,1.07,43.58,Co-Manager,True,True
2025-02-01,London,EMEA,UK,Retail Solutions,GBPLYCUY1ZG9,Corporate,Utilities,CHF,372.69,30,Senior Unsecured,Floating,2.84,291.34,2.82,0.02,484.5,726.75,823.65,1.58,20.48,Co-Manager,True,False
2023-05-01,New York,Americas,USA,Freddie Mac,USXZ433GD8T9,SSA,Sovereign,USD,1040.32,5,Senior Unsecured,Fixed,5.34,36.2,5.28,0.06,1872.58,4119.68,4681.45,2.22,38.59,Co-Manager,True,True
2024-09-30,Hong Kong,Asia-Pacific,South Korea,Industrial Innovations,KRYXTD8LNJO3,Corporate,Consumer,JPY,582.69,10,Senior Unsecured,Fixed,6.71,167.49,6.67,0.04,757.5,1136.25,1287.75,2.61,17.66,None,True,False
2022-10-08,New York,Americas,Canada,Cloud Corporation,CAKCBFUCUL45,Corporate,Industrial,USD,359.54,10,Senior Unsecured,Fixed,4.7,182.02,4.67,0.03,467.4,701.1,794.58,2.09,21.47,Passive,False,False
2020-07-31,New York,Americas,Brazil,Global Banking Corp,BRKFZN1QF407,FIG,Banks,USD,283.98,5,Tier 2,Floating,4.74,107.49,4.73,0.01,425.97,766.75,851.94,1.22,46.38,Global Coordinator,False,False
2022-09-27,New York,Americas,USA,JP Banking Corp,US3RUEIX6O63,FIG,Banks,USD,269.16,30,Senior Preferred,Fixed,5.64,207.84,5.58,0.06,403.74,726.73,807.48,4.01,26.3,None,True,True
2022-06-08,Hong Kong,Asia-Pacific,Hong Kong,Cyber Solutions,HK55YOUZDD70,Corporate,Healthcare,CNY,96.61,20,Senior Unsecured,Fixed,6.89,240.49,6.77,0.12,125.59,188.38,213.5,4.28,21.79,Passive,True,True
2020-09-20,New York,Americas,Canada,Retail Corporation,CAVGRAW9QKQ9,Corporate,Technology,USD,285.7,3,Senior Unsecured,Fixed,4.35,193.0,4.31,0.04,371.41,557.12,631.4,2.4,38.0,Passive Bookrunner,True,False
2023-09-21,New York,Americas,USA,Engineering Solutions,USRTFUBHR1Q9,Corporate,Industrial,USD,465.66,5,Senior Unsecured,Fixed,3.84,203.17,3.74,0.1,605.36,908.04,1029.11,4.44,35.75,None,True,False
2023-07-03,New York,Americas,USA,Bank of Group,USQLZURSYCY4,FIG,Asset Management,MXN,283.06,10,Senior Preferred,Fixed,2.77,91.4,2.76,0.01,424.59,764.26,849.18,1.24,34.95,Passive Bookrunner,True,False
2020-11-13,New York,Americas,USA,Manufacturing Systems,USCAMW3R5CE3,Corporate,Healthcare,MXN,224.49,10,Senior Secured,Floating,2.38,144.94,2.28,0.1,291.84,437.76,496.13,4.95,39.53,Passive,False,False
2022-11-23,New York,Americas,Canada,Tech Systems,CAOSIWUEJTY8,Corporate,Consumer,EUR,369.36,5,Senior Subordinated,Fixed,7.9,204.34,7.88,0.02,480.17,720.25,816.29,1.48,28.96,Global Coordinator,False,False
2020-09-02,New York,Americas,USA,Health Innovations,USPEW8TI1D30,Corporate,Industrial,USD,485.59,3,Senior Unsecured,Fixed,5.97,99.53,5.86,0.11,631.27,946.9,1073.16,3.86,9.45,Passive,True,False
2023-01-20,Hong Kong,Asia-Pacific,China,Government of China,CN8E3PHJ4SX1,SSA,Sovereign,HKD,1634.96,10,Senior Unsecured,Floating,3.99,15.7,3.9,0.09,2942.93,6474.45,7357.32,4.14,38.69,Passive Bookrunner,True,True
2025-01-04,New York,Americas,USA,Citi Banking Corp,USRAXHZCPE12,FIG,Financial Services,EUR,261.79,30,Senior Non-Preferred,Zero-Coupon,7.8,174.79,7.72,0.08,392.69,706.84,785.38,3.76,11.18,Passive Bookrunner,False,True
2025-01-02,London,EMEA,UK,Lloyds Financial,GBWD12YN1VD7,FIG,Insurance,GBP,277.85,10,Senior Preferred,Floating,3.11,62.27,3.0,0.11,416.78,750.2,833.56,3.5,46.59,Co-Manager,False,False
2022-10-13,New York,Americas,USA,Federal Home Loan Bank,US3B6551YP01,SSA,Sovereign,USD,1383.13,7,Senior Unsecured,Fixed,7.56,22.39,7.51,0.05,2489.63,5477.19,6224.08,2.4,19.45,Passive,True,True
2020-08-14,New York,Americas,USA,Engineering Systems,USROASLAQ2M5,Corporate,Consumer,USD,397.44,10,Senior Unsecured,Floating,4.4,179.76,4.38,0.02,516.67,775.0,878.34,1.45,23.54,None,False,False
2021-10-26,Hong Kong,Asia-Pacific,South Korea,Industrial Solutions,KRQ7OKNRL515,Corporate,Technology,CNY,146.3,10,Senior Unsecured,Fixed,7.22,150.34,7.14,0.08,190.19,285.28,323.32,2.98,29.75,None,True,True
2025-02-15,Hong Kong,Asia-Pacific,Hong Kong,Medical Innovations,HKLENSXWMEW1,Corporate,Industrial,CNY,453.6,10,Junior Subordinated,Fixed,2.52,117.51,2.43,0.09,589.68,884.52,1002.46,2.84,38.07,None,False,False
2023-06-14,London,EMEA,France,Continental Holdings,FR54WBT8CL29,FIG,Asset Management,GBP,107.14,10,Tier 2,Zero-Coupon,3.76,58.54,3.74,0.02,160.71,289.28,321.42,1.42,18.83,Active Bookrunner,True,True
2024-07-11,London,EMEA,Germany,Industrial Solutions,DE9N8QZAT5F4,Corporate,Consumer,EUR,239.47,30,Senior Secured,Fixed,6.84,195.35,6.84,0.0,311.31,466.97,529.23,1.08,16.28,None,False,True
2025-02-26,Hong Kong,Asia-Pacific,Singapore,Bio Solutions,SG7YB1Z7GEO5,Corporate,Technology,CNY,166.53,7,Senior Unsecured,Fixed,7.07,179.39,6.91,0.16,216.49,324.74,368.03,4.58,28.49,Co-Manager,True,False
2020-06-11,Hong Kong,Asia-Pacific,South Korea,Tech Systems,KR161NPWWRQ7,Corporate,Industrial,JPY,106.21,20,Senior Unsecured,Fixed,3.77,213.89,3.72,0.05,138.07,207.1,234.72,2.09,12.71,None,False,False
2024-02-04,New York,Americas,USA,Consumer Systems,USLMV46Z9HF8,Corporate,Industrial,EUR,354.31,5,Senior Unsecured,Fixed,5.32,117.77,5.24,0.08,460.6,690.9,783.02,2.69,27.67,None,False,False
2020-08-03,Hong Kong,Asia-Pacific,Singapore,Bio Systems,SGGAXFZ4ENY9,Corporate,Consumer,HKD,451.0,10,Senior Unsecured,Zero-Coupon,7.75,185.28,7.71,0.04,586.3,879.45,996.71,2.66,39.81,Co-Manager,False,False
2024-09-07,London,EMEA,France,UNEDIC,FRWCTINZ56B0,SSA,Sovereign,GBP,1590.84,10,Senior Unsecured,Fixed,3.05,36.29,3.01,0.04,2863.51,6299.72,7158.78,2.23,5.39,None,False,False
2024-02-17,New York,Americas,USA,Morgan Holdings,USG09MWU0F37,FIG,Financial Services,USD,262.45,5,Tier 2,Floating,4.26,56.46,4.21,0.05,393.67,708.61,787.34,2.23,33.48,None,True,False
2022-04-16,London,EMEA,Netherlands,Government of Netherlands,NLH5AQ78SO77,SSA,Sovereign,USD,827.14,5,Senior Unsecured,Fixed,5.45,53.56,5.41,0.04,1488.85,3275.47,3722.12,2.17,7.91,Co-Manager,True,False
2025-02-06,New York,Americas,Mexico,Government of Mexico,MXEK44EGNPC2,SSA,Sovereign,USD,757.24,5,Secured,Fixed,7.39,45.29,7.31,0.08,1363.03,2998.67,3407.57,3.87,19.9,Co-Manager,True,False
2021-02-02,Hong Kong,Asia-Pacific,China,Health Innovations,CNBFWDD96B31,Corporate,Healthcare,JPY,567.77,10,Senior Unsecured,Fixed,6.4,168.36,6.27,0.13,738.1,1107.15,1254.77,3.92,30.35,Co-Manager,True,False
2020-03-19,London,EMEA,France,Global Innovations,FRVX26HITQO1,Corporate,Consumer,GBP,450.35,10,Senior Unsecured,Fixed,5.95,226.18,5.93,0.02,585.46,878.19,995.28,1.8,35.54,Passive,True,False
2023-06-21,New York,Americas,Canada,Metropolitan Holdings,CANH2F5VK4D2,FIG,Financial Services,USD,263.66,5,Tier 2,Zero-Coupon,4.73,75.24,4.63,0.1,395.49,711.88,790.98,3.15,22.59,None,True,False
2022-03-29,New York,Americas,USA,Goldman Holdings,USUTOO05TB15,FIG,Insurance,USD,145.52,3,Tier 2,Fixed,6.51,108.7,6.48,0.03,218.28,392.9,436.56,2.52,37.36,None,True,True
2024-09-05,Hong Kong,Asia-Pacific,Hong Kong,Cyber Innovations,HK6IOZ1Q5891,Corporate,Technology,HKD,544.06,1,Senior Unsecured,Floating,2.26,101.05,2.23,0.03,707.28,1060.92,1202.38,1.6,30.7,Co-Manager,True,False
2023-03-11,Hong Kong,Asia-Pacific,China,Government of China,CNA2FYVOV5U9,SSA,Sovereign,HKD,364.79,7,Senior Unsecured,Fixed,6.06,11.96,6.0,0.06,656.62,1444.56,1641.55,3.25,34.96,Passive Bookrunner,True,False
2022-04-01,Hong Kong,Asia-Pacific,Hong Kong,Brands Systems,HK5NXJ0T2RI6,Corporate,Industrial,USD,91.92,3,Senior Unsecured,Zero-Coupon,4.17,161.48,4.1,0.07,119.5,179.25,203.15,4.4,11.89,None,True,True
2024-07-22,London,EMEA,Germany,Manufacturing Systems,DE3LRWPG4NX6,Corporate,Consumer,EUR,476.76,7,Senior Subordinated,Floating,5.09,137.81,5.04,0.05,619.79,929.68,1053.64,2.4,24.04,Passive Bookrunner,True,False
2021-01-17,New York,Americas,Brazil,Continental Financial,BR6IL5GLEQQ6,FIG,Asset Management,USD,267.09,10,Tier 2,Fixed,5.36,98.17,5.24,0.12,400.63,721.13,801.26,3.83,15.29,None,True,True
2024-10-14,Hong Kong,Asia-Pacific,Hong Kong,Digital Systems,HK0YHX0WQAN2,Corporate,Healthcare,USD,133.87,10,Senior Unsecured,Fixed,4.42,195.34,4.39,0.03,174.03,261.05,295.85,2.41,48.61,None,True,False
2022-02-07,London,EMEA,UK,Brands Innovations,GBHAE332L9Q4,Corporate,Consumer,GBP,173.74,20,Senior Subordinated,Floating,7.07,177.67,6.93,0.14,225.86,338.79,383.96,3.96,28.84,None,True,False
2025-02-26,London,EMEA,France,Global Innovations,FRNT9W57KM32,Corporate,Consumer,EUR,146.15,3,Senior Subordinated,Fixed,6.61,106.4,6.5,0.11,190.0,285.0,323.0,4.69,39.38,Co-Manager,False,False
2020-05-22,London,EMEA,Germany,Retail Systems,DE0RGH73ANL8,Corporate,Utilities,EUR,389.13,1,Senior Unsecured,Fixed,6.32,71.38,6.22,0.1,505.87,758.81,859.98,4.05,44.16,Passive,False,False
2023-08-15,Hong Kong,Asia-Pacific,Singapore,Metropolitan Holdings,SG6FOQ8SGBW3,FIG,Asset Management,USD,238.75,5,Senior Non-Preferred,Floating,5.9,133.25,5.9,0.0,358.12,644.62,716.24,1.01,16.76,None,False,False
2024-08-28,Hong Kong,Asia-Pacific,Singapore,Metropolitan Financial,SG2LWJ3RX565,FIG,Asset Management,HKD,333.07,5,Senior Non-Preferred,Fixed,5.33,64.2,5.3,0.03,499.61,899.3,999.22,2.09,29.15,Documentation Agent,True,True
2024-07-11,New York,Americas,USA,Goldman Group,USH9R6HVLCA0,FIG,Financial Services,CAD,231.23,5,Additional Tier 1,Floating,7.55,116.59,7.49,0.06,346.84,624.31,693.68,2.77,42.96,Passive Bookrunner,False,False
2024-03-11,New York,Americas,USA,JP Holdings,USCIDSF3Q1G5,FIG,Insurance,USD,190.15,5,Tier 2,Fixed,7.44,124.44,7.35,0.09,285.23,513.41,570.46,4.39,5.6,Passive,True,True
2021-02-26,Hong Kong,Asia-Pacific,Japan,Manufacturing Innovations,JP8VM48SCAP2,Corporate,Industrial,HKD,547.85,5,Senior Unsecured,Fixed,3.92,162.59,3.82,0.1,712.21,1068.32,1210.76,3.64,34.82,Co-Manager,True,False
2020-07-30,London,EMEA,Saudi Arabia,Global Systems,SANFAGFK3IJ5,Corporate,Oil & Gas,EUR,439.89,3,Senior Unsecured,Fixed,4.93,74.52,4.84,0.09,571.86,857.79,972.16,2.91,26.18,None,False,True
2020-08-23,London,EMEA,Netherlands,Bio Innovations,NLMYY2KIWTM2,Corporate,Industrial,GBP,102.22,5,Senior Unsecured,Fixed,4.77,215.99,4.72,0.05,132.89,199.33,225.91,2.57,31.62,Passive Bookrunner,True,False
2021-06-07,London,EMEA,France,Global Corporation,FR9OPBFSKJT3,Corporate,Consumer,USD,427.26,5,Senior Unsecured,Fixed,5.6,182.38,5.54,0.06,555.44,833.16,944.25,2.62,30.69,Co-Manager,False,False
2021-06-25,New York,Americas,Brazil,Engineering Systems,BRXRF37MO5A0,Corporate,Healthcare,EUR,120.55,5,Senior Unsecured,Floating,4.07,146.88,4.04,0.03,156.72,235.08,266.42,2.2,19.41,None,True,True
2022-09-13,London,EMEA,Germany,Metropolitan Financial,DEAVI3AHHM73,FIG,Insurance,USD,182.13,3,Senior Preferred,Fixed,5.3,68.07,5.2,0.1,273.19,491.74,546.38,4.07,34.61,Passive Bookrunner,True,False
2021-05-27,New York,Americas,Canada,Government of Canada,CAMHLDKBN683,SSA,Sovereign,EUR,334.78,3,Senior Unsecured,Floating,2.75,19.83,2.68,0.07,602.6,1325.72,1506.5,2.48,19.12,None,False,False
2020-05-03,New York,Americas,USA,Pharma Corporation,USSNL3RP23Q4,Corporate,Healthcare,USD,479.46,10,Senior Unsecured,Fixed,3.37,148.23,3.29,0.08,623.3,934.95,1059.61,3.43,25.5,Co-Manager,False,False
2022-01-04,London,EMEA,Netherlands,Continental Group,NLXVOBX13680,FIG,Insurance,USD,281.23,3,Senior Preferred,Floating,4.41,118.31,4.35,0.06,421.85,759.33,843.7,2.71,23.79,None,True,False
2021-03-07,London,EMEA,Germany,Brands Corporation,DE0FE36B3BA8,Corporate,Consumer,EUR,461.65,3,Senior Subordinated,Fixed,6.2,96.73,6.18,0.02,600.14,900.21,1020.24,1.81,29.45,Passive,False,False
2025-02-25,Hong Kong,Asia-Pacific,Hong Kong,Continental Holdings,HK9GHXZQUHN5,FIG,Banks,CNY,187.82,5,Tier 2,Floating,5.18,63.89,5.11,0.07,281.73,507.11,563.46,3.61,39.35,Co-Manager,True,False
2022-01-01,Hong Kong,Asia-Pacific,China,Bank of China Financial,CNLZQV5LXCB5,FIG,Insurance,JPY,296.12,10,Senior Non-Preferred,Fixed,6.52,73.78,6.37,0.15,444.18,799.52,888.36,4.33,20.72,Co-Manager,False,False
2021-02-06,London,EMEA,UK,Global Systems,GB62BJQGQ0U8,Corporate,Utilities,EUR,496.19,20,Senior Secured,Fixed,3.68,172.77,3.6,0.08,645.05,967.57,1096.58,3.42,25.18,Passive,True,False
2021-10-24,New York,Americas,USA,Cloud Systems,US87GYBLVYZ9,Corporate,Consumer,USD,124.84,7,Senior Unsecured,Fixed,6.25,162.26,6.21,0.04,162.29,243.44,275.89,2.54,43.7,Passive,True,False
2021-04-18,New York,Americas,USA,Goldman Holdings,USLCFCNA96N2,FIG,Banks,USD,141.6,30,Senior Non-Preferred,Fixed,5.86,77.82,5.8,0.06,212.4,382.32,424.8,2.33,9.15,Co-Manager,True,False
2021-02-01,New York,Americas,Canada,Metropolitan Group,CAKYT5IU1TM3,FIG,Financial Services,USD,349.31,7,Senior Preferred,Fixed,2.05,114.29,1.95,0.1,523.97,943.15,1047.94,3.59,47.49,Passive Bookrunner,True,False
2021-10-30,New York,Americas,USA,JP Holdings,USWQ9XERL4J6,FIG,Insurance,USD,147.71,10,Senior Non-Preferred,Fixed,2.28,82.1,2.22,0.06,221.56,398.81,443.12,2.64,33.64,Passive Bookrunner,False,False
2020-02-22,New York,Americas,Canada,Global Financial,CA3DKJ5HIAV5,FIG,Banks,USD,331.82,10,Senior Preferred,Fixed,3.28,121.33,3.23,0.05,497.73,895.91,995.46,2.52,41.35,None,True,True
2021-04-26,Hong Kong,Asia-Pacific,Japan,Government of Japan,JPIHEHAR3559,SSA,Sovereign,HKD,1408.96,7,Senior Unsecured,Floating,5.42,53.67,5.27,0.15,2536.13,5579.49,6340.33,4.08,29.16,Co-Manager,False,False
2020-05-07,London,EMEA,France,Consumer Systems,FRXLAB1DB075,Corporate,Consumer,CHF,396.37,7,Senior Unsecured,Floating,6.37,141.25,6.27,0.1,515.28,772.92,875.98,3.93,30.42,Passive,True,True
2022-06-12,Hong Kong,Asia-Pacific,South Korea,Cloud Corporation,KRJ1U5VOCJG0,Corporate,Healthcare,CNY,386.64,7,Senior Unsecured,Fixed,5.38,168.23,5.24,0.14,502.63,753.94,854.47,4.8,44.1,None,True,False
2022-08-31,New York,Americas,Canada,Tech Innovations,CAM71IX51306,Corporate,Healthcare,USD,602.8,1,Senior Unsecured,Fixed,5.61,161.63,5.48,0.13,783.64,1175.46,1332.19,4.2,26.29,Documentation Agent,True,True
